Fit_max,IM_max,Ld,RW
19,18,4.000000000000007,1.3000000000000003
21,28,4.200000000000008,1.3000000000000003
14,21,4.400000000000009,1.3000000000000003
14,15,4.6000000000000085,1.3000000000000003
17,23,4.800000000000008,1.3000000000000003
17,17,5.000000000000009,1.3000000000000003
14,16,-5.0,1.4000000000000001
15,16,-4.8,1.4000000000000001
14,18,-4.6,1.4000000000000001
14,16,-4.3999999999999995,1.4000000000000001
14,15,-4.199999999999999,1.4000000000000001
14,17,-3.999999999999999,1.4000000000000001
16,19,-3.799999999999999,1.4000000000000001
14,18,-3.5999999999999988,1.4000000000000001
14,15,-3.3999999999999986,1.4000000000000001
14,15,-3.1999999999999984,1.4000000000000001
20,26,-2.9999999999999982,1.4000000000000001
14,20,-2.799999999999998,1.4000000000000001
16,22,-2.599999999999998,1.4000000000000001
18,20,-2.3999999999999977,1.4000000000000001
19,20,-2.1999999999999975,1.4000000000000001
14,14,-1.9999999999999973,1.4000000000000001
15,20,-1.7999999999999972,1.4000000000000001
14,15,-1.599999999999997,1.4000000000000001
15,18,-1.3999999999999968,1.4000000000000001
14,17,-1.1999999999999966,1.4000000000000001
16,14,-0.9999999999999964,1.4000000000000001
15,16,-0.7999999999999963,1.4000000000000001
14,24,-0.5999999999999961,1.4000000000000001
16,18,-0.3999999999999959,1.4000000000000001
17,23,-0.19999999999999574,1.4000000000000001
14,18,4.440892098500626e-15,1.4000000000000001
14,17,0.20000000000000462,1.4000000000000001
14,16,0.4000000000000048,1.4000000000000001
14,16,0.600000000000005,1.4000000000000001
15,17,0.8000000000000052,1.4000000000000001
14,21,1.0000000000000053,1.4000000000000001
16,33,1.2000000000000055,1.4000000000000001
14,15,1.4000000000000057,1.4000000000000001
18,19,1.6000000000000059,1.4000000000000001
14,17,1.800000000000006,1.4000000000000001
17,15,2.000000000000006,1.4000000000000001
14,14,2.2000000000000064,1.4000000000000001
14,16,2.4000000000000066,1.4000000000000001
14,14,2.6000000000000068,1.4000000000000001
14,15,2.800000000000007,1.4000000000000001
14,19,3.000000000000007,1.4000000000000001
14,25,3.2000000000000064,1.4000000000000001
14,14,3.4000000000000075,1.4000000000000001
14,25,3.6000000000000085,1.4000000000000001
