,MJD,Steered Frequencies
665,60170.916666666664,4.1094177934374646e-15
666,60170.958333333336,2.874584082511398e-15
667,60171.0,6.851400250796253e-15
668,60171.041666666664,-3.4260086714300077e-15
669,60171.083333333336,-5.796799277615116e-15
670,60171.125,-7.855017364533847e-15
671,60171.166666666664,-4.047188812690456e-15
672,60171.208333333336,3.4557099915337123e-16
673,60171.25,-1.7080664255088973e-15
674,60171.291666666664,-6.426328030249164e-15
675,60171.333333333336,5.2253449024520027e-17
676,60171.375,9.605167650664505e-15
677,60171.416666666664,6.2550906452136925e-15
678,60171.458333333336,-6.58817931046399e-16
679,60171.5,3.787492079975115e-15
680,60171.541666666664,6.1939059556112264e-15
681,60171.583333333336,1.1181355205959944e-15
682,60171.625,-6.374475653952877e-16
683,60171.666666666664,4.275890483057754e-15
684,60171.708333333336,3.46514399616873e-15
685,60171.75,6.5281200101230505e-15
686,60171.791666666664,9.295573513715591e-17
687,60171.833333333336,-7.653029745188582e-17
688,60171.875,4.178969083651975e-16
689,60171.916666666664,-3.5474289044074987e-15
690,60171.958333333336,-1.963671268399397e-15
691,60172.0,2.0218754636930244e-15
692,60172.041666666664,-1.1971438951173143e-15
693,60172.083333333336,2.728740875209195e-16
694,60172.125,-3.3195077309375365e-15
695,60172.166666666664,-1.3440890616434902e-15
696,60172.208333333336,-7.006762357103488e-16
697,60172.25,2.3500543352354415e-15
698,60172.291666666664,8.727695680392691e-16
699,60172.333333333336,-3.3895774293759296e-15
700,60172.375,-1.973054844747809e-15
701,60172.416666666664,1.1094267149305749e-15
702,60172.458333333336,3.283677416977265e-15
