Fit_max,IM_max,Ld,RW
15,19,-4.6,0.7000000000000001
15,16,-4.3999999999999995,0.7000000000000001
15,14,-4.199999999999999,0.7000000000000001
17,16,-3.999999999999999,0.7000000000000001
19,21,-3.799999999999999,0.7000000000000001
18,14,-3.5999999999999988,0.7000000000000001
20,20,-3.3999999999999986,0.7000000000000001
21,20,-3.1999999999999984,0.7000000000000001
21,24,-2.9999999999999982,0.7000000000000001
21,17,-2.799999999999998,0.7000000000000001
24,24,-2.599999999999998,0.7000000000000001
24,24,-2.3999999999999977,0.7000000000000001
23,24,-2.1999999999999975,0.7000000000000001
27,23,-1.9999999999999973,0.7000000000000001
29,39,-1.7999999999999972,0.7000000000000001
28,32,-1.599999999999997,0.7000000000000001
31,22,-1.3999999999999968,0.7000000000000001
34,41,-1.1999999999999966,0.7000000000000001
35,40,-0.9999999999999964,0.7000000000000001
32,38,-0.7999999999999963,0.7000000000000001
36,20,-0.5999999999999961,0.7000000000000001
41,43,-0.3999999999999959,0.7000000000000001
43,34,-0.19999999999999574,0.7000000000000001
46,40,4.440892098500626e-15,0.7000000000000001
40,43,0.20000000000000462,0.7000000000000001
45,58,0.4000000000000048,0.7000000000000001
38,28,0.600000000000005,0.7000000000000001
35,41,0.8000000000000052,0.7000000000000001
38,31,1.0000000000000053,0.7000000000000001
31,35,1.2000000000000055,0.7000000000000001
30,22,1.4000000000000057,0.7000000000000001
29,28,1.6000000000000059,0.7000000000000001
27,33,1.800000000000006,0.7000000000000001
27,31,2.000000000000006,0.7000000000000001
25,27,2.2000000000000064,0.7000000000000001
24,17,2.4000000000000066,0.7000000000000001
24,25,2.6000000000000068,0.7000000000000001
23,26,2.800000000000007,0.7000000000000001
22,21,3.000000000000007,0.7000000000000001
19,21,3.2000000000000064,0.7000000000000001
19,25,3.4000000000000075,0.7000000000000001
17,20,3.6000000000000085,0.7000000000000001
16,18,3.800000000000008,0.7000000000000001
17,19,4.000000000000007,0.7000000000000001
17,25,4.200000000000008,0.7000000000000001
16,18,4.400000000000009,0.7000000000000001
16,16,4.6000000000000085,0.7000000000000001
14,14,4.800000000000008,0.7000000000000001
14,14,5.000000000000009,0.7000000000000001
14,16,-5.0,0.8
14,17,-4.8,0.8
15,19,-4.6,0.8
15,22,-4.3999999999999995,0.8
16,22,-4.199999999999999,0.8
16,18,-3.999999999999999,0.8
16,18,-3.799999999999999,0.8
17,18,-3.5999999999999988,0.8
19,16,-3.3999999999999986,0.8
19,23,-3.1999999999999984,0.8
20,20,-2.9999999999999982,0.8
18,21,-2.799999999999998,0.8
22,24,-2.599999999999998,0.8
22,26,-2.3999999999999977,0.8
21,21,-2.1999999999999975,0.8
22,20,-1.9999999999999973,0.8
25,26,-1.7999999999999972,0.8
27,29,-1.599999999999997,0.8
26,21,-1.3999999999999968,0.8
29,38,-1.1999999999999966,0.8
30,36,-0.9999999999999964,0.8
33,33,-0.7999999999999963,0.8
33,33,-0.5999999999999961,0.8
31,19,-0.3999999999999959,0.8
37,44,-0.19999999999999574,0.8
36,32,4.440892098500626e-15,0.8
36,44,0.20000000000000462,0.8
32,48,0.4000000000000048,0.8
35,36,0.600000000000005,0.8
30,26,0.8000000000000052,0.8
33,36,1.0000000000000053,0.8
29,30,1.2000000000000055,0.8
27,33,1.4000000000000057,0.8
28,26,1.6000000000000059,0.8
25,25,1.800000000000006,0.8
23,24,2.000000000000006,0.8
24,20,2.2000000000000064,0.8
22,24,2.4000000000000066,0.8
20,22,2.6000000000000068,0.8
21,22,2.800000000000007,0.8
19,14,3.000000000000007,0.8
18,26,3.2000000000000064,0.8
15,15,3.4000000000000075,0.8
17,24,3.6000000000000085,0.8
16,16,3.800000000000008,0.8
16,19,4.000000000000007,0.8
16,22,4.200000000000008,0.8
14,16,4.400000000000009,0.8
14,14,4.6000000000000085,0.8
14,14,4.800000000000008,0.8
14,16,5.000000000000009,0.8
14,15,-5.0,0.9
14,20,-4.8,0.9
14,18,-4.6,0.9
14,15,-4.3999999999999995,0.9
14,15,-4.199999999999999,0.9
14,15,-3.999999999999999,0.9
15,14,-3.799999999999999,0.9
15,17,-3.5999999999999988,0.9
16,18,-3.3999999999999986,0.9
18,23,-3.1999999999999984,0.9
17,21,-2.9999999999999982,0.9
17,21,-2.799999999999998,0.9
19,23,-2.599999999999998,0.9
19,19,-2.3999999999999977,0.9
21,19,-2.1999999999999975,0.9
20,23,-1.9999999999999973,0.9
20,25,-1.7999999999999972,0.9
21,20,-1.599999999999997,0.9
25,25,-1.3999999999999968,0.9
27,29,-1.1999999999999966,0.9
24,31,-0.9999999999999964,0.9
29,37,-0.7999999999999963,0.9
29,27,-0.5999999999999961,0.9
30,35,-0.3999999999999959,0.9
28,26,-0.19999999999999574,0.9
32,31,4.440892098500626e-15,0.9
27,29,0.20000000000000462,0.9
27,27,0.4000000000000048,0.9
29,25,0.600000000000005,0.9
26,33,0.8000000000000052,0.9
26,38,1.0000000000000053,0.9
24,26,1.2000000000000055,0.9
25,25,1.4000000000000057,0.9
24,27,1.6000000000000059,0.9
23,21,1.800000000000006,0.9
22,19,2.000000000000006,0.9
19,30,2.2000000000000064,0.9
21,22,2.4000000000000066,0.9
19,24,2.6000000000000068,0.9
20,24,2.800000000000007,0.9
19,18,3.000000000000007,0.9
18,24,3.2000000000000064,0.9
16,16,3.4000000000000075,0.9
16,17,3.6000000000000085,0.9
15,17,3.800000000000008,0.9
14,21,4.000000000000007,0.9
14,19,4.200000000000008,0.9
14,15,4.400000000000009,0.9
14,14,4.6000000000000085,0.9
14,15,4.800000000000008,0.9
14,14,5.000000000000009,0.9
14,16,-5.0,1.0
14,14,-4.8,1.0
14,19,-4.6,1.0
14,14,-4.3999999999999995,1.0
14,15,-4.199999999999999,1.0
14,15,-3.999999999999999,1.0
14,15,-3.799999999999999,1.0
14,19,-3.5999999999999988,1.0
14,22,-3.3999999999999986,1.0
15,15,-3.1999999999999984,1.0
15,22,-2.9999999999999982,1.0
17,14,-2.799999999999998,1.0
17,29,-2.599999999999998,1.0
20,21,-2.3999999999999977,1.0
21,22,-2.1999999999999975,1.0
14,19,-1.9999999999999973,1.0
14,20,-1.7999999999999972,1.0
22,26,-1.599999999999997,1.0
18,25,-1.3999999999999968,1.0
21,26,-1.1999999999999966,1.0
23,27,-0.9999999999999964,1.0
20,19,-0.7999999999999963,1.0
25,22,-0.5999999999999961,1.0
21,23,-0.3999999999999959,1.0
24,30,-0.19999999999999574,1.0
21,25,4.440892098500626e-15,1.0
20,22,0.20000000000000462,1.0
19,24,0.4000000000000048,1.0
19,18,0.600000000000005,1.0
20,26,0.8000000000000052,1.0
23,27,1.0000000000000053,1.0
20,25,1.2000000000000055,1.0
18,18,1.4000000000000057,1.0
22,26,1.6000000000000059,1.0
15,19,1.800000000000006,1.0
18,20,2.000000000000006,1.0
18,20,2.2000000000000064,1.0
14,17,2.4000000000000066,1.0
17,26,2.6000000000000068,1.0
17,23,2.800000000000007,1.0
17,18,3.000000000000007,1.0
14,22,3.2000000000000064,1.0
14,19,3.4000000000000075,1.0
15,16,3.6000000000000085,1.0
14,15,3.800000000000008,1.0
14,19,4.000000000000007,1.0
14,19,4.200000000000008,1.0
14,14,4.400000000000009,1.0
14,15,4.6000000000000085,1.0
14,15,4.800000000000008,1.0
14,14,5.000000000000009,1.0
14,16,-5.0,1.1
14,17,-4.8,1.1
14,16,-4.6,1.1
14,14,-4.3999999999999995,1.1
14,15,-4.199999999999999,1.1
14,14,-3.999999999999999,1.1
14,19,-3.799999999999999,1.1
14,15,-3.5999999999999988,1.1
14,20,-3.3999999999999986,1.1
14,15,-3.1999999999999984,1.1
14,17,-2.9999999999999982,1.1
14,22,-2.799999999999998,1.1
14,18,-2.599999999999998,1.1
14,17,-2.3999999999999977,1.1
15,24,-2.1999999999999975,1.1
14,19,-1.9999999999999973,1.1
14,23,-1.7999999999999972,1.1
16,15,-1.599999999999997,1.1
19,30,-1.3999999999999968,1.1
18,23,-1.1999999999999966,1.1
16,21,-0.9999999999999964,1.1
17,19,-0.7999999999999963,1.1
16,21,-0.5999999999999961,1.1
16,20,-0.3999999999999959,1.1
17,19,-0.19999999999999574,1.1
14,15,4.440892098500626e-15,1.1
19,27,0.20000000000000462,1.1
18,16,0.4000000000000048,1.1
17,28,0.600000000000005,1.1
15,23,0.8000000000000052,1.1
16,17,1.0000000000000053,1.1
20,23,1.2000000000000055,1.1
14,15,1.4000000000000057,1.1
14,21,1.6000000000000059,1.1
14,20,1.800000000000006,1.1
14,21,2.000000000000006,1.1
17,23,2.2000000000000064,1.1
14,16,2.4000000000000066,1.1
16,18,2.6000000000000068,1.1
14,16,2.800000000000007,1.1
14,16,3.000000000000007,1.1
14,14,3.2000000000000064,1.1
14,14,3.4000000000000075,1.1
14,14,3.6000000000000085,1.1
14,23,3.800000000000008,1.1
14,17,4.000000000000007,1.1
14,14,4.200000000000008,1.1
14,16,4.400000000000009,1.1
14,17,4.6000000000000085,1.1
14,16,4.800000000000008,1.1
14,15,5.000000000000009,1.1
14,14,-5.0,1.2000000000000002
14,14,-4.8,1.2000000000000002
14,15,-4.6,1.2000000000000002
14,16,-4.3999999999999995,1.2000000000000002
14,15,-4.199999999999999,1.2000000000000002
14,15,-3.999999999999999,1.2000000000000002
14,16,-3.799999999999999,1.2000000000000002
14,16,-3.5999999999999988,1.2000000000000002
14,18,-3.3999999999999986,1.2000000000000002
14,15,-3.1999999999999984,1.2000000000000002
14,15,-2.9999999999999982,1.2000000000000002
14,15,-2.799999999999998,1.2000000000000002
14,18,-2.599999999999998,1.2000000000000002
14,14,-2.3999999999999977,1.2000000000000002
14,23,-2.1999999999999975,1.2000000000000002
14,15,-1.9999999999999973,1.2000000000000002
14,21,-1.7999999999999972,1.2000000000000002
14,14,-1.599999999999997,1.2000000000000002
14,15,-1.3999999999999968,1.2000000000000002
14,15,-1.1999999999999966,1.2000000000000002
15,21,-0.9999999999999964,1.2000000000000002
14,25,-0.7999999999999963,1.2000000000000002
14,15,-0.5999999999999961,1.2000000000000002
14,18,-0.3999999999999959,1.2000000000000002
16,20,-0.19999999999999574,1.2000000000000002
16,20,4.440892098500626e-15,1.2000000000000002
14,21,0.20000000000000462,1.2000000000000002
14,17,0.4000000000000048,1.2000000000000002
14,16,0.600000000000005,1.2000000000000002
14,15,0.8000000000000052,1.2000000000000002
14,23,1.0000000000000053,1.2000000000000002
14,17,1.2000000000000055,1.2000000000000002
14,18,1.4000000000000057,1.2000000000000002
14,14,1.6000000000000059,1.2000000000000002
15,22,1.800000000000006,1.2000000000000002
14,18,2.000000000000006,1.2000000000000002
14,16,2.2000000000000064,1.2000000000000002
14,15,2.4000000000000066,1.2000000000000002
14,17,2.6000000000000068,1.2000000000000002
14,25,2.800000000000007,1.2000000000000002
14,16,3.000000000000007,1.2000000000000002
14,16,3.2000000000000064,1.2000000000000002
14,16,3.4000000000000075,1.2000000000000002
14,14,3.6000000000000085,1.2000000000000002
14,14,3.800000000000008,1.2000000000000002
14,20,4.000000000000007,1.2000000000000002
14,17,4.200000000000008,1.2000000000000002
14,15,4.400000000000009,1.2000000000000002
14,14,4.6000000000000085,1.2000000000000002
14,16,4.800000000000008,1.2000000000000002
14,16,5.000000000000009,1.2000000000000002
14,14,-5.0,1.3000000000000003
14,16,-4.8,1.3000000000000003
14,17,-4.6,1.3000000000000003
14,16,-4.3999999999999995,1.3000000000000003
14,15,-4.199999999999999,1.3000000000000003
14,15,-3.999999999999999,1.3000000000000003
14,20,-3.799999999999999,1.3000000000000003
14,14,-3.5999999999999988,1.3000000000000003
14,14,-3.3999999999999986,1.3000000000000003
14,14,-3.1999999999999984,1.3000000000000003
14,16,-2.9999999999999982,1.3000000000000003
14,17,-2.799999999999998,1.3000000000000003
14,15,-2.599999999999998,1.3000000000000003
14,19,-2.3999999999999977,1.3000000000000003
14,19,-2.1999999999999975,1.3000000000000003
14,19,-1.9999999999999973,1.3000000000000003
14,17,-1.7999999999999972,1.3000000000000003
14,18,-1.599999999999997,1.3000000000000003
14,26,-1.3999999999999968,1.3000000000000003
14,14,-1.1999999999999966,1.3000000000000003
14,14,-0.9999999999999964,1.3000000000000003
14,14,-0.7999999999999963,1.3000000000000003
14,21,-0.5999999999999961,1.3000000000000003
14,16,-0.3999999999999959,1.3000000000000003
14,17,-0.19999999999999574,1.3000000000000003
14,14,4.440892098500626e-15,1.3000000000000003
14,17,0.20000000000000462,1.3000000000000003
14,16,0.4000000000000048,1.3000000000000003
14,14,0.600000000000005,1.3000000000000003
14,16,0.8000000000000052,1.3000000000000003
14,20,1.0000000000000053,1.3000000000000003
14,15,1.2000000000000055,1.3000000000000003
14,17,1.4000000000000057,1.3000000000000003
14,15,1.6000000000000059,1.3000000000000003
14,18,1.800000000000006,1.3000000000000003
14,14,2.000000000000006,1.3000000000000003
14,24,2.2000000000000064,1.3000000000000003
14,16,2.4000000000000066,1.3000000000000003
14,17,2.6000000000000068,1.3000000000000003
