% File initiated 17/09/2022 18:29:37 UTC
% Raw fountain data
%
%% fountain_code = ALPHACsF1
%% microwave_ref = HM6
%% MJD_start = 59839.770575
%% clock_data = True
%% sequence = 1
%% density = HD
%
%Units: V.s, Hz
%
% MJD days	MJD seconds	freq error	shot A sum	shot A ratio	shot B sum	shot B ratio	shot A F=3 bg 1	shot A F=3 bg 2	shot A F=4 bg 1	shot A F=4 bg 2	shot B F=3 bg 1	shot B F=3 bg 2	shot B F=4 bg 1	shot B F=4 bg 2
59839	66661	0.00015000	0.04552034	0.44510831	0.04522462	0.47913554	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66664	-0.00445000	0.04540643	0.47444498	0.04518320	0.48823764	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66667	0.00314000	0.04539072	0.45332023	0.04507413	0.43054977	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66670	0.01577000	0.04509977	0.48287358	0.04507720	0.44497929	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66673	0.01036000	0.04497172	0.46017745	0.04520515	0.47639653	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66677	0.00033000	0.04517991	0.44659895	0.04532344	0.47668087	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66680	0.00278000	0.04491446	0.46981788	0.04530713	0.46245375	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66683	0.01369000	0.04511408	0.48922215	0.04516954	0.45648245	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66686	0.00943000	0.04473455	0.46086523	0.04509646	0.47363686	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66690	0.00897000	0.04460915	0.46971622	0.04473076	0.47108321	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66693	-0.00820000	0.04485077	0.42980208	0.04481715	0.48131158	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66696	0.00864000	0.04469554	0.48266859	0.04518572	0.43213951	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66699	0.00661000	0.04479032	0.45986863	0.04444160	0.46594675	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66702	-0.00524000	0.04525351	0.43388471	0.04463556	0.46944434	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66706	0.02054000	0.04450074	0.50773952	0.04519248	0.43039537	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66709	0.00646000	0.04484868	0.45075912	0.04474478	0.49298907	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66712	0.00680000	0.04489830	0.46104603	0.04475689	0.46001504	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66715	0.00084000	0.04515254	0.44803356	0.04487894	0.46590130	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66719	0.00870000	0.04478308	0.46949571	0.04470393	0.44590629	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66722	0.00358000	0.04477041	0.45669506	0.04471609	0.47204503	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66725	0.00130000	0.04482957	0.45947456	0.04490224	0.46632598	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66728	0.01057000	0.04485560	0.46700052	0.04498613	0.43920402	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66731	0.00882000	0.04459666	0.46101964	0.04456395	0.46627369	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66735	0.01081000	0.04447841	0.46896543	0.04469617	0.46299577	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66738	-0.00268000	0.04471860	0.44515602	0.04499781	0.48563212	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66741	-0.00288000	0.04480875	0.45707039	0.04495848	0.45766336	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66744	-0.00045000	0.04489822	0.46831533	0.04479577	0.46101298	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66747	0.01078000	0.04507070	0.49014863	0.04520246	0.45646701	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66751	0.01050000	0.04516207	0.46208015	0.04502566	0.46292204	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66754	0.00766000	0.04525050	0.46174954	0.04502968	0.47025735	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66757	0.00773000	0.04488065	0.46174094	0.04519484	0.46151943	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66760	0.00795000	0.04470193	0.45481547	0.04498397	0.45414392	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66764	0.01432000	0.04505233	0.47655099	0.04491377	0.45744322	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66767	0.00789000	0.04465264	0.46737294	0.04492579	0.48666448	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66770	0.00835000	0.04474632	0.46679775	0.04465986	0.46540748	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66773	0.00377000	0.04516938	0.45490757	0.04502342	0.46864622	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66776	0.01354000	0.04463469	0.46936643	0.04508147	0.44004428	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66780	0.01081000	0.04514362	0.45159119	0.04492550	0.45978807	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66783	0.00181000	0.04499714	0.45968759	0.04500721	0.48668286	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66786	0.00275000	0.04488915	0.46712692	0.04500592	0.46430627	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66789	0.00258000	0.04457478	0.47089709	0.04494895	0.47141518	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66793	0.00927000	0.04464206	0.47246615	0.04513327	0.45239985	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66796	0.00097000	0.04512070	0.43393425	0.04513765	0.45883462	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66799	0.00163000	0.04504984	0.46484105	0.04455356	0.46286135	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66802	-0.00315000	0.04457542	0.47947081	0.04433689	0.49381291	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66805	0.00306000	0.04468628	0.46689969	0.04481148	0.44827639	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66809	0.01275000	0.04449683	0.49397585	0.04461917	0.46489832	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66812	0.00484000	0.04487889	0.43665961	0.04506803	0.46039511	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66815	0.01045000	0.04486939	0.47179135	0.04474413	0.45496632	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66818	0.01383000	0.04457237	0.46137649	0.04457136	0.45123778	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66822	0.00832000	0.04443853	0.45501128	0.04446745	0.47153308	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66825	0.00908000	0.04445247	0.47168970	0.04507496	0.46940364	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66828	0.00844000	0.04501023	0.47425334	0.04434685	0.47616520	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66831	0.01128000	0.04455235	0.46763396	0.04454504	0.45912279	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66834	0.00725000	0.04462745	0.45143154	0.04450941	0.46352165	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66838	0.00439000	0.04508563	0.45628652	0.04444983	0.46485917	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66841	0.00208000	0.04433697	0.46208141	0.04432152	0.46902010	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66844	0.01515000	0.04436352	0.48816641	0.04468699	0.44895582	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66847	0.00521000	0.04470489	0.46069204	0.04443821	0.49051329	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66851	0.00419000	0.04468484	0.45945877	0.04437029	0.46253049	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66854	0.00499000	0.04451503	0.46259589	0.04467696	0.46019504	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66857	0.01218000	0.04463777	0.48016710	0.04482952	0.45860837	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66860	0.00837000	0.04491691	0.44151752	0.04485220	0.45294789	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	66863	0.01167000	0.04486503	0.47595243	0.04488436	0.46605247	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
