% File initiated 17/09/2022 17:43:20 UTC
% Raw fountain data
%
%% fountain_code = ALPHACsF1
%% microwave_ref = HM6
%% MJD_start = 59839.738436
%% clock_data = True
%% sequence = 1
%% density = HD
%
%Units: V.s, Hz
%
% MJD days	MJD seconds	freq error	shot A sum	shot A ratio	shot B sum	shot B ratio	shot A F=3 bg 1	shot A F=3 bg 2	shot A F=4 bg 1	shot A F=4 bg 2	shot B F=3 bg 1	shot B F=3 bg 2	shot B F=4 bg 1	shot B F=4 bg 2
59839	63842	0.00804000	0.04525197	0.46986203	0.04516912	0.46464444	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63845	0.01210000	0.04538095	0.46461500	0.04538883	0.45244863	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63848	0.00693000	0.04527237	0.47061202	0.04495933	0.48613673	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63851	0.00902000	0.04500236	0.47369863	0.04489249	0.46743924	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63855	0.00409000	0.04516450	0.44964924	0.04495872	0.46442620	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63858	0.00099000	0.04483381	0.46067976	0.04458479	0.46998014	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63861	0.00438000	0.04505546	0.46537488	0.04471428	0.45520057	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63864	0.01531000	0.04481659	0.48015375	0.04471176	0.44735748	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63868	0.00245000	0.04458197	0.44891891	0.04460925	0.48750182	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63871	0.00749000	0.04458353	0.46232643	0.04477396	0.44721160	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63874	0.00173000	0.04466809	0.45551171	0.04497761	0.47278875	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63877	0.00312000	0.04461768	0.44499684	0.04518072	0.44083463	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63880	0.01107000	0.04455075	0.47379501	0.04473001	0.44994785	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63884	0.00685000	0.04449580	0.46355687	0.04490653	0.47621103	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63887	0.00412000	0.04479612	0.45908432	0.04495059	0.46727597	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63890	0.01181000	0.04498549	0.46673485	0.04467936	0.44366844	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63893	0.01230000	0.04487439	0.46857772	0.04451055	0.46712117	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63897	0.00569000	0.04529288	0.44209748	0.04466835	0.46194030	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63900	-0.00145000	0.04480450	0.44558268	0.04461232	0.46701521	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63903	0.00093000	0.04460914	0.47336742	0.04462537	0.46622772	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63906	0.01299000	0.04466746	0.46687677	0.04488847	0.43070573	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63909	0.00021000	0.04481864	0.45457701	0.04511674	0.49293029	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63913	0.00419000	0.04513260	0.46666828	0.04482976	0.45471528	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63916	0.00402000	0.04528957	0.45563742	0.04497270	0.45616008	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63919	0.00652000	0.04506111	0.46021964	0.04513988	0.45271044	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63922	0.00620000	0.04467879	0.46267618	0.04467522	0.46364573	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63926	0.00880000	0.04498417	0.45938859	0.04473154	0.45158947	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63929	0.01850000	0.04487693	0.47300975	0.04481941	0.44391120	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63932	0.01448000	0.04490957	0.46773593	0.04476304	0.47979590	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63935	0.00115000	0.04488377	0.43277058	0.04493458	0.47275092	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63938	0.00386000	0.04477741	0.45614455	0.04519712	0.44802919	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63942	-0.00149000	0.04492792	0.45428303	0.04521078	0.47032013	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63945	-0.00082000	0.04519688	0.48103911	0.04507865	0.47902408	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63948	-0.00122000	0.04493239	0.46680149	0.04517744	0.46800356	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63951	0.00419000	0.04488198	0.47688252	0.04529419	0.46064716	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63955	0.00229000	0.04528740	0.45566235	0.04525951	0.46137062	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63958	0.00611000	0.04524991	0.46639593	0.04547017	0.45492737	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63961	0.00913000	0.04507389	0.46153584	0.04528975	0.45247089	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63964	0.00973000	0.04477114	0.46910038	0.04459256	0.46728952	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63967	0.01064000	0.04472270	0.47497923	0.04495861	0.47225263	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63971	0.01424000	0.04465086	0.46911430	0.04473652	0.45832567	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63974	0.00747000	0.04482277	0.45176785	0.04514422	0.47206402	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63977	-0.00052000	0.04506196	0.43547957	0.04487525	0.45946164	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63980	0.00612000	0.04478171	0.45820487	0.04449540	0.43828777	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63984	0.00715000	0.04460317	0.47389855	0.04443890	0.47081738	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63987	0.00778000	0.04468903	0.46486755	0.04446302	0.46298951	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63990	0.02049000	0.04461170	0.48160779	0.04496753	0.44346329	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63993	0.02038000	0.04498070	0.47000443	0.04544747	0.47034348	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	63996	0.00942000	0.04482347	0.44525855	0.04487001	0.47813651	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64000	0.00147000	0.04490977	0.44643412	0.04464615	0.47028201	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64003	0.00547000	0.04493631	0.45371609	0.04475218	0.44171355	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64006	0.00937000	0.04500888	0.46867325	0.04502609	0.45696535	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64009	0.01740000	0.04508899	0.47575249	0.04495828	0.45166055	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64013	0.00764000	0.04454593	0.44619449	0.04449617	0.47548346	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64016	0.00394000	0.04480467	0.44412185	0.04435331	0.45522071	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64019	-0.01076000	0.04497757	0.45471561	0.04471244	0.49882287	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64022	0.00323000	0.04459300	0.45970130	0.04506678	0.41772724	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64025	0.01928000	0.04478478	0.48429597	0.04506219	0.43615187	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64029	0.00751000	0.04508357	0.45586023	0.04474915	0.49118137	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64032	0.01037000	0.04508701	0.52256348	0.04499638	0.51398643	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64035	0.00785000	0.04525260	0.46207562	0.04494133	0.46963562	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64038	0.01418000	0.04525180	0.46140726	0.04521812	0.44241440	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64042	0.01475000	0.04513680	0.46698056	0.04477617	0.46525611	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64045	0.00677000	0.04516943	0.46650094	0.04485329	0.49043440	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64048	0.00510000	0.04528752	0.47029364	0.04499758	0.47530348	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64051	0.00245000	0.04509062	0.44955581	0.04493437	0.45751930	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64054	0.00185000	0.04520548	0.46306653	0.04498828	0.46486840	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64058	0.02289000	0.04523168	0.52777766	0.04529695	0.46466551	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64061	0.01190000	0.04502714	0.45421392	0.04473972	0.48716969	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64064	0.00480000	0.04488514	0.45777125	0.04488569	0.47908588	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64067	0.00402000	0.04502016	0.47330130	0.04512597	0.47563833	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64071	0.04521000	0.04450870	0.53724558	0.04519817	0.41366308	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64074	0.02823000	0.04525271	0.43954554	0.04496009	0.49049546	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64077	0.01815000	0.04502429	0.44189322	0.04457894	0.47213845	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64080	0.00723000	0.04486231	0.43912712	0.04491238	0.47188517	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64083	0.00484000	0.04505856	0.46226435	0.04480436	0.46942585	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64087	-0.00851000	0.04436382	0.47246278	0.04444441	0.51250706	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64090	-0.01794000	0.04466603	0.49181133	0.04435614	0.52010050	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64093	-0.02572000	0.04456828	0.45005092	0.04450316	0.47340270	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64096	-0.02137000	0.04444058	0.45720888	0.04471390	0.44415868	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64100	-0.00251000	0.04461095	0.48317003	0.04469482	0.42658986	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64103	0.00320000	0.04432419	0.46863688	0.04508123	0.45151523	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64106	0.01570000	0.04458024	0.49047044	0.04465391	0.45296323	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64109	0.01150000	0.04455190	0.47798417	0.04429801	0.49059180	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64112	0.01126000	0.04476705	0.45764053	0.04465050	0.45836832	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64116	0.00486000	0.04481579	0.45670346	0.04450823	0.47591438	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64119	0.00564000	0.04490422	0.45657931	0.04479748	0.45423587	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64122	0.00940000	0.04455364	0.46607734	0.04460290	0.45480138	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64125	-0.00170000	0.04474011	0.43762486	0.04464178	0.47092846	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64129	0.00796000	0.04438597	0.48176615	0.04463276	0.45279323	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64132	-0.00097000	0.04443919	0.46043031	0.04487395	0.48721596	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64135	0.01095000	0.04466505	0.48190461	0.04520249	0.44613086	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64138	0.01268000	0.04501556	0.48552751	0.04466326	0.48034576	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64142	0.01357000	0.04496047	0.46750679	0.04504814	0.46483692	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64145	0.01320000	0.04453264	0.46466718	0.04477024	0.46579119	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64148	0.00499000	0.04499544	0.46229367	0.04473470	0.48692972	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64151	0.00456000	0.04508290	0.45592445	0.04479527	0.45722863	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64154	0.00667000	0.04512235	0.46346196	0.04517744	0.45711860	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64158	0.00775000	0.04529837	0.46020237	0.04463369	0.45695493	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64161	0.00558000	0.04516165	0.45492495	0.04480061	0.46143653	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64164	0.00331000	0.04499614	0.46314263	0.04487356	0.46995227	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64167	0.00558000	0.04527492	0.47740072	0.04485180	0.47059907	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64171	-0.00762000	0.04526404	0.46256066	0.04479867	0.50216916	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64174	0.00983000	0.04504939	0.48271491	0.04527412	0.43037634	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64177	0.01256000	0.04473415	0.46477583	0.04497612	0.45657263	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64180	0.00518000	0.04548212	0.44587641	0.04483610	0.46802307	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64183	0.00421000	0.04501584	0.45889108	0.04521901	0.46181160	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64187	0.00310000	0.04498549	0.47019683	0.04506940	0.47351287	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64190	-0.00047000	0.04485265	0.46173227	0.04451608	0.47243565	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64193	0.00751000	0.04514191	0.46793673	0.04513486	0.44399136	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64196	0.00515000	0.04503222	0.45684208	0.04482438	0.46392592	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64200	0.00639000	0.04478822	0.46922345	0.04470146	0.46548930	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64203	0.00099000	0.04499422	0.44518460	0.04479592	0.46138701	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64206	0.00856000	0.04468006	0.47755937	0.04497978	0.45485925	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64209	0.00339000	0.04503824	0.44885249	0.04486923	0.46435757	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64212	-0.00171000	0.04503054	0.47505366	0.04499084	0.49036781	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64216	0.01298000	0.04433349	0.47199584	0.04482235	0.42791518	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64219	0.01316000	0.04450652	0.46728695	0.04535054	0.46674212	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64222	-0.00554000	0.04456372	0.44631743	0.04466266	0.50241531	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64225	0.00733000	0.04442775	0.46073900	0.04494943	0.42211859	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64228	0.01377000	0.04471983	0.47610123	0.04430980	0.45678218	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64232	0.01760000	0.04465005	0.46756683	0.04460135	0.45608670	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64235	0.01524000	0.04510763	0.45806861	0.04478607	0.46515567	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64238	0.00852000	0.04451137	0.46182718	0.04466833	0.48199007	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64241	0.00205000	0.04468474	0.44731616	0.04484641	0.46673545	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64245	0.00930000	0.04433848	0.48162669	0.04475853	0.45987291	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64248	0.00591000	0.04446194	0.45507765	0.04484016	0.46525443	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64251	0.00356000	0.04461989	0.46142870	0.04518480	0.46846675	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64254	0.00716000	0.04500953	0.47058082	0.04464000	0.45977404	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64257	0.00632000	0.04504213	0.45850033	0.04513656	0.46102321	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64261	-0.00041000	0.04553053	0.43463832	0.04505060	0.45484259	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64264	0.01241000	0.04543855	0.48314558	0.04495936	0.44467239	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64267	-0.01031000	0.04538132	0.42580734	0.04489003	0.49397394	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64270	0.01606000	0.04542140	0.49039845	0.04485015	0.41127821	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64274	0.01774000	0.04519089	0.46814437	0.04485740	0.46311284	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64277	-0.00291000	0.04516916	0.44269987	0.04481553	0.50463601	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64280	0.00110000	0.04543882	0.45285136	0.04542941	0.44081691	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64283	0.01349000	0.04509248	0.48644165	0.04569758	0.44926471	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64286	0.00843000	0.04490102	0.46279208	0.04529841	0.47797013	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64290	-0.00629000	0.04481767	0.45644227	0.04493046	0.50060194	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64293	0.00181000	0.04504931	0.47571297	0.04519103	0.45140648	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64296	0.01494000	0.04493630	0.47060612	0.04531056	0.43121575	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64299	0.00823000	0.04559446	0.45166624	0.04541954	0.47180493	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64303	0.00925000	0.04523291	0.47154146	0.04526433	0.46848435	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64306	0.01328000	0.04497302	0.47049040	0.04527795	0.45841376	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64309	0.00412000	0.04484563	0.45987932	0.04500914	0.48736460	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64312	0.00922000	0.04503607	0.46764615	0.04503365	0.45233393	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
59839	64315	0.00287000	0.04488012	0.44760933	0.04522235	0.46665233	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
